"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Nepal","NPL","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.1774","","","27.35922","26.59417","","","","","","","22.89054","24.84603","23.99771","21.59812","21.68454","21.68455","23.10073","20.56645","19.40949","16.75343","14.53562","14.06834","11.97402","11.86727","11.05475","10.21534","9.97803","8.78673","7.63917","","7.59541","","",
"Nauru","NRU","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","0","0","0","0","","0","0","0","","","","","0","","0.06337","","0.22124","","","","","",
"Nueva Zelandia","NZL","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","3.53563","3.5072","3.30185","3.39997","3.17556","3.13691","3.3923","3.34142","3.34603","3.18474","3.06905","3.37607","3.78838","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Miembros OCDE","OED","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","4.52627","4.47751","4.40835","4.38666","4.30683","4.17604","3.97729","3.88703","3.88086","3.86031","3.98099","3.8792","3.94758","4.02251","3.97585","3.94819","3.84457","3.83437","3.60294","3.50545","3.4294","3.34368","3.22226","3.06306","2.75868","2.70223","2.63967","2.62917","2.58234","2.54534","2.44748","2.30517","2.31683","2.20246","2.13443","2.09358","2.01658","1.92949","1.92085","1.8729","1.8298","1.84135","1.7814","1.62857","1.41264","1.39018","1.43404","1.41537","1.40344","","","",
"Omán","OMN","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","11.86172","8.26327","9.33328","13.47278","15.07823","12.26963","","","","12.44299","10.57542","11.21015","11.72067","11.28632","12.57567","11.43375","11.21443","","9.1935","","8.5132","7.8785","8.30712","9.21383","8.78009","7.97891","7.30182","6.00179","4.26203","0.54416","","","","","","1.4485","","0.94458","1.00444","2.7836","1.79964","1.94436","1.84892","1.66602","0","","","",
"Otros Estados pequeos","OSS","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","13.383","13.76334","14.20333","14.39851","12.74525","13.16741","13.72589","14.82667","14.87754","15.16369","15.77643","15.91186","16.21805","16.40625","16.4698","16.41733","17.03642","17.6403","16.91652","16.92145","16.592","16.74738","16.44439","16.18957","15.90833","15.41669","14.32045","13.98809","13.54842","13.5058","13.39849","13.6718","13.74313","13.81671","13.51036","13.86147","14.17558","14.21358","14.08256","13.64527","13.18332","13.06983","12.31657","12.06251","11.59664","11.56811","11.75507","11.7385","11.28635","","","",
"Pakistán","PAK","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.06267","2.19942","5.2542","4.42076","4.35469","4.31282","4.20065","3.34948","2.5873","2.27847","1.64413","2.32684","2.2451","1.86497","","","",
"Panamá","PAN","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","15.40345","14.41205","13.52294","12.89499","13.63636","12.60673","10.98798","11.23005","11.40499","12.57032","12.72302","12.42487","12.30059","11.72796","12.35502","13.1489","11.50121","11.39202","11.02369","9.97982","","","","","","","","","","6.36491","5.99538","5.61079","5.40338","","5.49162","5.64103","5.62245","5.4938","5.29176","5.17354","5.53797","5.74121","5.08991","4.60579","2.5694","","","3.18119","","","","",
"Perú","PER","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","17.02706","","","18.41269","15.2058","10.19846","8.79256","9.37769","15.19061","15.83065","18.81514","18.53711","","","","14.12521","","","","","","","","14.23832","","15.23532","","","9.77137","10.21167","10.65017","10.65147","9.91923","7.60902","7.60902","8.93831","8.68817","7.81141","7.04897","6.74171","6.19059","5.46793","4.79617","4.79468","4.19975","3.16013","2.92763","2.69842","2.74198","","","",
"Filipinas","PHL","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","2.38575","","2.12806","2.14566","1.39708","1.81065","1.80192","1.75449","1.80805","2.00467","","","","","","","","1.90456","1.89208","","1.96788","2.26169","2.06644","2.14892","2.22984","2.70709","2.30946","2.22116","2.52657","","","","","1.36007","0.62529","0.62439","1.41098","","","","",
"Palau","PLW","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","4.69003","","","","","","","","","3.86941","5.36913","","","","","","","",
"Papua Nueva Guinea","PNG","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","","","","0","0","0","","0","0","0","0","","","","","","","","","","","10.0137","","8.89831","","","","","",
"Polonia","POL","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","5.65565","5.89341","5.81083","4.01358","2.46333","2.62022","2.75377","2.80579","2.56763","2.29481","2.31836","3.32741","4.05758","3.82727","3.28216","3.11742","2.93979","2.82355","2.51744","2.44607","2.14382","1.65907","1.25427","1.36443","1.37421","1.42387","1.30683","1.19876","1.16164","0.84258","0.6364","0.58794","0.59616","0.60206","0.68845","0.66952","0.70593","1.17977","0.97909","0.78315","0.8667","0.79376","0.8703","0.8352","0.7651","0.81612","1.05773","","","","",
"previa al dividendo demográfico","PRE","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","13.65062","13.49497","13.33026","13.27972","13.03442","12.56415","12.67858","12.33675","11.22845","11.1554","11.45512","11.33463","11.6411","11.72761","11.65898","11.77735","12.33269","12.66799","12.84822","12.78169","12.28222","12.1068","11.19053","10.82236","11.68438","11.75473","11.59259","11.35326","11.20048","10.67629","10.51856","10.61093","10.5321","10.54179","10.49682","9.74841","9.6678","9.79316","9.50055","9.62835","9.2013","8.77464","8.8309","8.72776","8.27788","8.06565","7.97416","7.94932","7.89592","","","",
"Puerto Rico","PRI","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.61768","","","","","","",
"Corea, República Popular Democrática de","PRK","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","23.37517","22.79655","22.40012","20.36058","11.34482","13.10338","16.63677","","","","","","","17.46547","","","","","14.18125","14.3076","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Paraguay","PRY","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","17.66778","17.4952","17.53239","17.19531","16.78425","15.34066","14.67345","14.11873","14.14611","","13.59968","13.15888","12.82782","10.23057","11.17532","10.59892","9.58397","9.34225","8.9327","9.1046","8.55468","8.89522","8.97354","8.26015","8.11351","7.91793","9.09032","","8.55764","7.78565","7.6512","7.98646","7.57858","7.29608","6.70113","5.11769","4.84456","4.06184","4.45489","4.97355","4.78785","4.59682","4.55522","","","","2.86159","","","","","",
"Ribera Occidental y Gaza","PSE","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.55634","3.88818","3.44255","","2.10496","2.05635","1.83369","1.5446","1.1949","0.17303","0.68813","","0.54907","0.46404","0","0","0.5771","0.68758","0.20562","0.20408","0.20547","0.14843","0.0767","0.07108","","","",
"Estados pequeos de las Islas del Pacfico","PSS","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","5.42855","5.39665","5.28947","5.07213","5.06496","5.05738","5.06964","5.17014","4.341","4.81593","4.55944","4.37129","4.18585","3.93132","4.13498","4.14793","4.0595","4.02236","3.90092","3.7698","3.14492","2.98607","3.17339","3.83559","3.91747","3.72526","3.70109","3.6778","3.63878","3.51409","3.02537","3.40112","3.95437","4.48651","4.58916","4.73012","4.79098","4.64339","4.58515","4.50688","4.89403","4.94172","4.70552","4.8208","5.56949","5.45781","4.85076","4.53663","","","",
"posterior al dividendo demográfico","PST","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","3.44125","3.45169","3.46985","3.21238","2.9862","2.74367","2.46254","2.36859","2.32968","2.27117","2.30176","2.24875","2.24792","2.16957","2.06088","2.0279","1.97935","2.01233","1.89354","1.81779","1.72747","1.70724","1.64978","1.64825","1.59084","1.57143","1.56767","1.54685","1.52859","1.51958","1.49139","1.46251","1.43948","1.41496","1.39896","1.41114","1.40106","1.39872","1.42158","1.39111","1.3791","1.39131","1.37996","1.38992","1.40293","1.40393","1.4244","1.3808","1.36303","","","",
"Polinesia Francesa","PYF","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","18.59251","","","","","","","","9.99183","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","22.88186","20.7698","20.43583","21.07032","19.85911","19.86873","19.88839","14.21063","13.11827","13.07952","10.57584","7.79018","","8.45768","9.16322","8.38173","9.76425","7.45696","6.3663","6.26498","5.62384","4.75556","3.8627","3.33167","3.27259","3.0281","","2.6589","2.70705","","","","","","2.70606","1.5382","0.85618","0.6285","0.47492","","0.2253","","0.77967","1.90968","1.51275","1.87146","1.56721","","","","",
"Rumania","ROU","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7637","","","4.23708","","2.76435","2.75139","2.79867","","3.36822","3.38091","3.16042","3.12794","2.76431","2.44805","2.25849","2.18858","1.27442","1.70555","1.68072","1.80246","1.64269","1.50004","","","0.85332","1.15","1.30266","","","","",
"Federación de Rusia","RUS","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.97726","1.87285","","","","1.37325","1.20392","1.10205","0.89365","0.75015","","","0.56866","0.49249","0.4258","0.38871","","0.36656","0.36159","0.36727","0.38222","0.30472","0.27733","0.28838","","","","",
"Rwanda","RWA","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","29.61492","27.79178","24.21705","23.68586","21.05146","","16.89186","16.71838","","7.07557","6.57568","14.50377","14.43176","12.8716","12.56589","12.87176","13.41357","10.34357","10.62768","11.0831","12.7926","14.38077","","","","","","","29.10196","32.54292","36.09305","36.09309","16.5118","18.83329","","14.60962","","17.70001","14.78007","13.78895","13.54264","12.60861","12.45681","17.07883","18.79345","18.28248","16.14479","13.58886","","","",
"Asia meridional","SAS","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","19.71927","19.6703","18.6832","17.73927","16.76487","15.91443","15.04697","13.9641","13.15205","12.36282","11.44901","10.54172","9.62659","8.65331","7.6588","6.6631","5.69187","4.76434","4.81038","4.69564","4.75052","4.75324","4.6919","4.60594","4.53927","4.47186","4.52256","4.58019","4.6518","4.67443","4.8459","4.43272","4.40733","4.34591","4.4797","4.61901","4.56297","4.87562","4.80855","5.17097","5.46281","5.51213","3.56547","3.00725","2.26549","1.69623","1.45763","1.38304","1.29332","","","",
"Arabia Saudita","SAU","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","13.62736","","","","","","","","","","","","","","","","","","","","","","","","","","5.05568","","3.19786","3.31031","","","1.98406","1.43627","1.38265","0.96491","1.17897","1.22627","1.37092","1.22919","","","",
"Sudán","SDN","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.25182","","3.52636","3.28622","3.65499","3.47549","3.80982","2.55224","","","","",
"Senegal","SEN","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","19.829","19.2191","17.61109","","","","","14.92996","15.34157","16.05972","15.56863","15.66187","15.72633","15.23677","15.95231","16.31026","","14.83639","15.88234","16.1782","","16.08968","","15.02018","","13.95334","13.41722","13.34561","14.36796","13.61708","13.91266","13.64502","13.77437","12.94277","11.85524","10.63467","10.63467","7.68305","7.49595","6.25785","2.99014","3.42277","2.79379","2.87852","2.72686","3.70608","1.40761","3.58786","","","",
"Singapur","SGP","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","8.37383","7.35742","7.592","7.84346","9.83384","20.87782","12.57985","8.53988","6.61897","4.04483","1.90076","1.26135","1.12846","","","","","","","","","","","","","","","","","","","","","","","0.3454","0.30964","0.39375","","","","","","","0.16249","0.15683","","","","",
"Islas Salomón","SLB","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","5.46086","","","","","4.8805","4.16709","4.23635","4.0111","4.32813","","7.28964","","","","10.42481","6.17755","6.15716","5.94964","8.66051","","","","","","","","","","","","","","","","7.24059","8.14655","8.1899","7.06846","7.09936","9.4027","8.86169","6.79914","5.7812","","","",
"Sierra Leona","SLE","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","15.03413","","","","14.57097","14.76468","","","","","","","","","","","","","","","","","","","","","","","","9.94278","","","","15.64709","14.07242","13.74022","","13.3732","5.86047","6.19393","1.48204","","","",
"El Salvador","SLV","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","17.4365","9.38551","7.60983","8.30355","8.56552","8.74699","8.73881","","","","10.368","9.3538","9.12477","9.83564","","","8.87716","8.25712","9.37657","","9.61967","8.07467","9.13858","","7.36927","5.10881","","7.52298","","6.65489","6.46997","6.96696","6.71943","","6.41416","7.54101","6.64812","6.10418","5.2006","5.73422","5.76486","6.36178","6.78741","6.05582","5.63361","4.63183","3.21713","3.78063","","","",
"San Marino","SMR","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","4.39292","1.87424","1.48544","","","","","","","","","","1.13865","0.41209","0.20833","0.28349","0.2201","0.69876","0.63191","0.326","0.24752","0.16667","0.33613","0.42882","","0.08818","0.08547","","","0","","","","0","","","","0","0","0","0","0","","","","","","0","","","",
"Somalia","SOM","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.61615","0.62184","0.65015","0.52126","0.39004","0.39011","0.42714","0.44846","0.6479","0.7873","0.66293","0.55998","","","",
"África al sur del Sahara (excluido altos ingresos)","SSA","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","12.55084","12.44873","12.28326","12.22749","11.95124","11.57283","11.66391","11.47226","10.7437","10.81018","11.14553","10.95203","10.96779","10.84163","10.77833","10.83703","11.36317","11.60583","11.80295","11.71088","11.36121","11.25088","10.55873","10.25033","10.95676","11.01872","10.87498","10.62717","10.58573","10.59583","10.48387","10.78522","10.79351","10.5033","10.53335","9.45211","9.22308","9.19221","8.93706","9.02439","8.73902","8.46612","8.54537","8.4041","8.04224","7.80779","7.71286","7.66673","7.57502","","","",
"Sudán del Sur","SSD","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.06272","","","","","","","","","","",
"África al sur del Sahara","SSF","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","12.54678","12.44459","12.27925","12.22383","11.94807","11.56976","11.66082","11.46947","10.74134","10.80796","11.14338","10.95002","10.96586","10.83978","10.77656","10.83524","11.36123","11.60391","11.80105","11.70903","11.35938","11.24914","10.55717","10.24888","10.95525","11.01725","10.87353","10.62588","10.5845","10.59461","10.48271","10.78411","10.79247","10.50236","10.5325","9.45136","9.2224","9.19157","8.93647","9.02382","8.73847","8.46562","8.54488","8.40363","8.04179","7.80736","7.71244","7.66633","7.57461","","","",
"Pequeños Estados","SST","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","9.80991","10.12561","10.44013","11.19126","11.41257","11.52526","12.01863","11.9393","12.19677","12.41239","12.64539","12.70775","13.10736","13.58214","13.06521","13.04194","12.83302","12.99342","12.78975","12.61891","12.63846","12.41871","11.73666","11.50346","11.21211","11.21362","11.29665","11.41497","11.39157","11.44712","11.22875","11.51629","11.6732","11.77638","11.75442","11.47735","11.16743","11.1141","10.54488","10.34791","10.0338","10.11118","10.26548","10.22239","9.85271","","","",
"Santo Tomé y Príncipe","STP","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","46.59243","","","30.5712","29.50049","25.18008","20.76761","19.05632","20.85181","","47.48971","35.20862","","29.4723","","","","","","","","","30.67441","","","25.78874","28.87518","24.64075","23.47381","","25.94834","24.22048","14.86283","12.83855","12.38014","11.37403","","10.7732","","13.66154","12.25128","","","","",
"Suriname","SUR","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","23.89517","22.59252","25.36774","25.79121","","22.33357","21.22174","21.72448","22.6401","21.69228","","23.06292","23.39291","22.89431","","","","","","","","","","","","","","","","20.2573","13.98345","15.73362","17.21022","17.0836","17.59654","16.56967","16.80336","16.16065","15.81612","16.58601","17.14249","16.80879","16.44005","","","",
"República Eslovaca","SVK","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.39934","2.15599","2.08771","2.1378","2.14104","2.12971","2.32","2.31459","2.42212","2.40082","2.51942","2.46293","2.60174","2.64168","2.75599","2.71498","2.95904","3.22307","3.15035","2.83826","2.88403","2.7738","2.94762","3.12855","3.09188","3.29685","","","","",
"Eslovenia","SVN","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.01971","0.98316","1.15576","0.97356","1.1288","0.87985","1.03675","0.95452","0.78483","0.75563","0.57989","0.50872","0.46481","0.46422","0.42653","0.57225","0.60689","0.74193","0.71718","0.77988","0.77873","0.78332","0.73953","0.84463","0.84917","","","","",
"Suecia","SWE","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",
"Eswatini","SWZ","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","10.53508","15.27675","15.44346","13.31432","10.40413","10.14655","10.55532","10.51996","10.7001","10.87428","10.87762","11.81273","12.81454","12.9039","12.58028","13.97754","14.8742","15.28194","15.08159","14.89275","14.8888","15.30872","15.36234","15.78184","14.79291","15.58366","15.49454","15.74948","15.3138","17.06244","16.08189","16.70164","15.47812","16.34012","16.15786","17.31529","16.53692","18.03571","","16.88315","15.11957","15.48717","15.48521","16.88987","15.66315","15.60372","13.93142","13.44909","","","","",
"Sint Maarten (Dutch part)","SXM","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.37657","","6.58145","","","","","","","",
"Seychelles","SYC","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","0.61795","0.46173","0.49633","","1.81555","1.14347","0.38191","0.54995","0.81004","","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"República Árabe Siria","SYR","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","10.88988","9.27288","9.10614","9.28033","9.83253","10.13671","9.82029","8.80548","8.83712","8.80873","8.13846","8.19794","8.20552","7.73555","7.78572","7.48259","7.14122","7.12387","7.11946","7.33755","7.03919","6.84795","7.24248","7.03286","7.56452","7.22727","7.32375","6.8679","6.4834","7.06787","7.1938","6.7524","8.02464","7.47819","7.3089","6.4158","6.98646","7.45747","7.69487","7.59501","7.49737","7.43726","7.35015","","","","","","","","",
"Islas Turcas y Caicos","TCA","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","8.70947","","","8.37463","8.68566","6.83201","","5.47945","2.92793","","","","1.83328","","","","","1.54892","4.65658","","","2.09239","","","",
"Chad","TCD","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","27.05484","","","33.95748","","34.88494","35.92054","","","","","","","","","","","32.33979","32.83883","33.30245","32.29461","","","28.7608","34.51002","32.87579","32.01661","30.66594","25.934","24.56327","25.51889","25.25784","23.83916","20.23027","22.45434","21.80502","21.80499","22.82621","22.82622","22.35584","21.64583","22.99458","24.31167","","23.32902","16.82343","","","","","",
"Asia oriental y el Pacífico (BIRF y la AIF)","TEA","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.55142","7.50256","6.85966","6.5587","5.79426","5.37579","4.70859","3.96819","3.36972","2.78876","2.56101","2.3484","2.07187","1.88418","1.77989","1.61239","1.39199","1.71648","1.60718","1.53141","1.44194","1.55055","1.45758","1.31277","1.1971","0.9529","0.91849","0.68557","0.70112","0.70413","0.6786","","","",
"Europa y Asia central (BIRF y la AIF)","TEC","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","3.25184","3.30827","3.31277","3.11369","3.0116","2.90152","2.87747","2.74411","2.71849","2.67125","2.42759","2.23749","2.08608","1.96824","1.87699","1.81199","1.73356","1.60384","1.48453","1.35476","1.23622","1.1405","1.05307","1.04918","0.93019","0.95451","0.81344","0.76011","0.92575","0.87135","0.76399","0.68789","0.62571","0.68601","0.73458","0.72771","","","",
"Togo","TGO","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","33.89641","31.60795","","","","28.81081","","27.79995","29.80655","30.86612","35.50124","36.77831","34.88094","35.82435","36.56334","34.82753","34.70917","30.90614","37.08947","33.61171","35.77737","37.02287","","45.95537","33.07909","24.21692","","","31.16567","26.95244","24.00553","22.47369","23.6758","23.83601","22.92278","23.79082","23.73071","22.84332","22.36464","22.12897","21.54467","19.98708","17.92848","11.19977","8.8242","7.90809","7.72607","7.56026","","","",
"Tailandia","THA","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","10.31878","10.29022","10.10394","10.15614","","","8.25463","","","","","","","","","","","","","","","","","","3.48275","3.54549","3.85686","","","","","","","","","","","","","","1.9588","1.85378","1.71618","1.38965","","","",
"Tayikistán","TJK","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.46603","","0.49305","","0.54208","0.34326","0.45376","0.37602","0.29931","0.23353","0.21469","0.19363","0.18418","0.25179","0.29536","0.2916","0.09451","0.21252","","0.05601","0.03733","0.04189","0.07522","","","","",
"Turkmenistán","TKM","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"América Latina y el Caribe (BIRF y la AIF)","TLA","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","14.71896","13.53465","14.04076","14.01751","13.70616","13.1181","13.31581","13.63386","14.25921","13.06252","14.60584","14.24827","14.22385","13.90003","13.66215","13.42502","13.52555","12.77729","12.71034","12.56512","12.67896","12.39379","12.26809","11.94606","12.01808","12.6373","12.51761","12.12247","12.46018","12.26495","12.34375","11.18006","10.89258","10.32206","10.21105","9.72042","8.85436","7.8764","7.07341","6.48966","6.0137","5.78482","5.67168","5.19727","4.53671","4.39501","4.21308","4.43539","4.44694","","","",
"Timor-Leste","TLS","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.79239","18.42469","16.83849","18.31141","17.3218","17.82737","17.74844","14.91795","16.29705","14.99091","13.39682","","","",
"Oriente Medio y Norte de África (BIRF y la AIF)","TMN","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","12.17569","12.23895","12.45338","11.57528","11.5713","12.09555","12.30055","12.14354","12.17234","12.59872","12.23889","12.74466","11.93338","11.92928","11.90996","10.55833","10.00017","10.5367","9.94958","9.7018","9.69087","9.54154","9.61674","8.91535","8.72236","8.68953","8.47253","8.55669","8.51708","8.46179","8.74291","8.09167","7.62975","7.2028","6.69988","6.42117","6.82109","7.23415","6.98008","7.19718","6.88528","6.68692","6.43784","6.42197","6.47669","6.12388","6.31324","6.13264","5.98759","","","",
"Tonga","TON","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","5.2225","5.778","5.13067","","9.16264","7.90372","7.5816","6.48898","7.53276","5.59366","","","","4.11572","8.93113","","7.9383","","","","","7.43013","8.82441","","6.21734","","","","4.84382","5.17679","","","","","","2.81036","3.0491","","","","","","","","",
