"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Djibouti","DJI","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","10.18944","15.64066","20.11966","19.93338","18.87546","","","","","","","","","","12.47422","13.8635","15.93052","10.3409","10.72407","13.43279","13.67778","13.9658","13.46766","12.44861","14.71165","16.06136","","16.56543","14.12636","14.43197","11.33323","","","9.2318","7.45186","9.08642","10.57009","","","9.63405","9.08005","","9.06575","8.62726","8.29407","10.12677","8.66638","","","",
"Dominica","DMA","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.25397","","","","","","","","","","","3.64497","2.95567","2.23097","4.49745","3.81453","4.34562","3.4848","3.83752","4.53546","3.87143","5.67367","4.46056","6.8813","4.21169","4.0377","3.26186","2.84008","2.86768","","","","","",
"Dinamarca","DNK","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","","0","0","0","0","0","0.18789","0.19884","0.43861","0.66431","0.99091","0.96174","0.98562","0.87985","0.92546","","","","",
"República Dominicana","DOM","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","22.2987","","","","","","","","","","18.01","","","","","","","","","","","","","14.2769","","","","","4.11695","5.11026","","5.87251","","7.25666","8.13719","7.83231","5.56585","","6.82964","7.27492","7.86858","8.0144","7.44264","6.9839","4.77696","3.61024","4.70079","4.63579","","","",
"Argelia","DZA","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","12.50365","12.57357","12.47261","12.47871","12.53646","12.19899","13.05626","13.01785","12.7638","11.67984","10.15165","6.69596","6.87282","6.82328","7.52581","6.73397","6.5384","6.51986","6.78745","9.20554","8.7603","9.10627","9.07265","8.88583","8.73393","10.48812","","11.8866","14.2123","12.52902","11.73434","11.60591","11.76639","11.17537","11.95793","11.04708","7.798","10.84769","7.47223","7.44468","6.84485","6.85062","6.90663","6.22796","5.84601","5.6587","5.50096","","","",
"Asia oriental y el Pacífico (excluido altos ingresos)","EAP","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.50292","7.45195","6.80972","6.50792","5.74772","5.33201","4.6708","3.93733","3.3443","2.76815","2.54244","2.33119","2.05623","1.86922","1.76465","1.59769","1.37999","1.70136","1.59284","1.51781","1.42914","1.53674","1.44463","1.30121","1.18675","0.94478","0.9107","0.67997","0.69528","0.69813","0.67266","","","",
"inicial del dividendo demográfico","EAR","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","14.79094","14.76302","14.32421","13.82394","13.25286","12.76819","12.21226","11.66969","11.6124","11.09702","10.61874","9.98633","9.47409","9.0222","8.4276","7.87006","7.46867","6.96363","6.8179","6.73439","6.76313","6.73177","6.62007","6.40636","6.18505","6.0583","5.89346","5.72961","5.71284","5.78891","5.85657","5.60485","5.42683","4.97406","4.91895","5.0031","4.8581","4.89724","4.75542","4.98805","5.07767","5.07815","3.98847","3.48097","2.98698","2.55206","2.3845","2.37066","2.28119","","","",
"Asia oriental y el Pacífico","EAS","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","6.94941","7.02452","6.94965","6.92055","7.13404","6.99763","6.90831","6.86388","6.27442","6.00464","5.31649","4.94478","4.35067","3.68401","3.14408","2.61481","2.41108","2.21836","1.95707","1.77884","1.67943","1.52017","1.32616","1.62408","1.52092","1.45028","1.36795","1.46654","1.37941","1.2521","1.14684","0.92738","0.90321","0.69101","0.70279","0.70138","0.67516","","","",
"Europa y Asia central (excluido altos ingresos)","ECA","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","3.1583","3.25593","3.34099","3.13455","3.04258","2.9321","2.95058","2.80612","2.82129","2.83933","2.6204","2.3818","2.20005","2.05288","1.96497","1.90539","1.82006","1.71541","1.60605","1.46297","1.32658","1.21215","1.10413","1.10103","0.96197","0.93487","0.80032","0.76142","0.93696","0.88402","0.75731","0.67663","0.61494","0.67658","0.70538","0.69772","","","",
"Europa y Asia central","ECS","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","4.73164","4.749","4.58892","4.4252","4.18271","3.92521","3.66444","3.66964","3.69038","3.64948","3.63857","3.58052","3.66142","3.65876","3.56229","3.53257","3.38302","3.35057","3.07817","3.00173","2.83359","2.78745","2.67863","2.52252","2.33459","2.22047","2.12756","2.05596","2.00049","1.94014","1.85993","1.7825","1.689","1.60933","1.523","1.50095","1.49066","1.43232","1.47584","1.37195","1.33724","1.40736","1.35939","1.30296","1.25173","1.20964","1.27052","1.25061","1.23437","","","",
"Ecuador","ECU","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","12.38537","13.91618","11.7707","13.0486","10.8371","11.39691","11.21283","12.63275","13.16179","10.96869","9.65509","9.65612","8.90882","8.62747","8.46265","","6.73102","6.16902","","","","","","4.76089","4.45264","4.00904","3.45191","","2.70818","2.37268","2.2228","2.04879","2.02514","2.02517","1.6447","1.50651","1.40469","","2.76904","2.17085","2.22252","1.74325","2.07134","1.16727","0.82549","0.70422","0.68022","0.47051","","","",
"Egipto, República Árabe de","EGY","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","4.48801","5.18806","4.95762","4.78475","7.07182","6.6926","5.12086","6.84066","8.46578","6.75863","7.85967","2.65887","2.06301","","","1.5","2.76102","","","","","","","","","","6.4812","","5.97526","5.49776","5.22507","5.13399","4.5205","3.97704","2.15118","","","","3.34011","3.47101","3.48878","3.33557","3.19873","","","3.13096","2.3461","2.11227","","","",
"Zona del Euro","EMU","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","7.83185","7.83192","7.32342","6.93179","6.57106","6.14563","5.49592","5.48242","5.54847","5.49143","5.52721","5.39554","5.43695","5.30499","4.99709","4.90506","4.78698","4.86014","4.27314","4.11282","3.85937","3.78527","3.56163","3.51421","3.2756","3.19474","3.0915","3.0401","2.97907","2.9259","2.89395","2.84244","2.76675","2.70075","2.62534","2.64492","2.60737","2.57075","2.64887","2.52935","2.5119","2.4933","2.44434","2.42189","2.39588","2.37062","2.48095","2.38328","2.36981","","","",
"Eritrea","ERI","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.20985","25.14689","20.05611","18.91594","18.56614","20.45635","","19.39969","19.38021","13.85613","17.48012","20.71589","21.33884","12.88913","13.70521","14.59764","15.41011","13.67046","14.67759","11.31691","12.55726","11.18741","","6.03842","","7.85455","8.12316","","","",
"España","ESP","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","6.41131","6.89606","6.10844","5.11534","4.82144","4.90406","6.16155","3.03836","3.34904","3.80148","","","4.12978","2.70128","","","","","","","","","","2.25168","","2.80705","2.48721","2.65916","2.69929","2.64253","2.52818","2.40508","2.44996","2.31603","2.19368","2.99591","2.49786","","","","",
"Estonia","EST","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8212","2.62292","3.26348","2.80151","","2.5152","2.48597","2.34024","2.25426","2.00116","2.26113","2.02393","1.56186","2.13472","0","0.88973","0.64978","0.58803","0.65431","0.54142","0.53144","0.54653","0.51386","0.53245","0.50691","","","","",
"Etiopía","ETH","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","12.1743","","","","","9.54692","10.93365","9.11415","","","","","8.62024","8.69858","9.71259","7.83281","8.8465","10.56779","12.7757","13.35574","13.81203","14.54451","11.24608","7.27567","6.67201","6.03749","5.65517","6.64756","7.47343","8.49508","8.75392","","7.62389","6.88013","","","","","","",
"Unión Europea","EUU","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","5.81474","5.8201","5.52456","5.23415","4.8137","4.38085","3.94789","3.93515","3.98083","3.92065","3.92967","3.84809","3.96323","3.94781","3.72767","3.61821","3.52182","3.54006","3.164","3.02838","2.85769","2.82357","2.64405","2.58634","2.41014","2.3183","2.27132","2.21528","2.17741","2.14638","2.08332","2.01105","1.95716","1.90557","1.84049","1.86826","1.84678","1.8126","1.91461","1.82931","1.79564","1.78182","1.7346","1.71115","1.68715","1.65084","1.72386","1.66926","1.65396","","","",
"Frágiles y situaciones de conflicto afectados","FCS","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","16.55145","16.6874","16.32004","16.1577","16.59651","16.22338","16.27068","16.0846","15.67882","15.22889","14.50843","14.18349","14.79817","14.93021","14.64801","14.51243","14.23743","14.14596","14.15011","14.01601","13.73924","13.25246","12.31456","11.8049","13.25633","13.0729","12.3299","12.25353","12.1926","11.68262","11.64072","11.445","11.43151","10.98154","10.80786","10.50366","10.44238","10.89266","10.81559","10.88368","10.69129","10.50918","10.58317","10.39255","9.68887","9.36478","9.33134","9.21454","9.20595","","","",
"Finlandia","FIN","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.37114","0.38666","0.37684","0.37963","0.36586","0.38019","0.35564","0.37785","0.37206","0.38271","0.40033","0.37105","0.43345","0.46307","0.50516","0.46711","0.45144","0.43667","0.4534","0.4305","0.43656","0.40794","0.40701","0.41261","0.38945","0.37697","0.35473","0.32645","0.29481","0.25705","0.2457","","","","",
"Fiji","FJI","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","6.3291","6.10738","5.60094","","5.57178","5.64881","5.69556","3.6552","4.60107","3.94999","","3.74026","3.15947","2.934","2.83752","","","","","","","","","","","","","","","","","","2.15427","","2.23606","","1.69197","1.08055","","0.61055","0.53513","0.19517","","0.37433","0.36957","","","","","",
"Francia","FRA","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","13.1818","12.2193","","","9.42014","9.22426","9.22272","8.88446","9.21567","9.19254","","","","","","7.81611","7.33406","7.18312","6.42926","5.20237","4.97855","4.11135","","","","","","","4.17712","4.165","","","","","","","","","","","","","","","","","","","","","",
"Islas Feroe","FRO","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia (Estados Federados de)","FSM","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabón","GAB","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","33.04609","37.02406","","34.66686","34.03448","33.74285","34.81711","35.11856","35.40062","34.83148","33.84056","32.49476","33.08459","32.12798","","35.8349","31.28137","33.75229","","","33.4","","","38.90607","34.86735","34.48322","","","","36.48697","34.40581","34.40582","","","","","","","","","","","","","","","","","","",
"Reino Unido","GBR","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",
"Georgia","GEO","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.27406","0.38786","0.44694","","0.34811","0.26713","0.28147","0.31447","0.18429","0.26295","0.28118","0.2771","0.37735","0.29685","0.09266","0.09822","","0.21898","0.2109","0.21063","0.2582","0.28273","0.25075","0.38969","","","",
"Ghana","GHA","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","3.32762","3.72589","","3.34102","2.72884","2.2749","2.31723","2.21842","2.01899","2.27683","2.06299","","","","","","","","","","2.8951","3.07447","","","","","","","4.20254","4.99397","5.21108","6.85616","5.89527","5.70105","5.82949","6.35842","6.52182","6.50953","3.77397","","2.54503","2.76803","2.55166","2.65458","1.97374","","1.80733","1.80744","","","",
"Gibraltar","GIB","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","",
"Guinea","GIN","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","8.83545","9.9013","","18.54409","21.8927","28.09268","23.03978","18.92382","24.18903","27.1182","24.8634","24.20963","20.24378","18.41233","19.84418","19.72199","20.62536","21.85264","22.00066","23.94682","","27.85284","26.18624","23.28219","20.25191","20.81432","20.33792","10.47728","8.67592","8.61532","9.07208","15.43733","15.32542","16.51434","12.66202","14.2013","14.06801","13.63928","","11.63772","","","","","",
"Gambia","GMB","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","13.47725","11.94526","13.18161","12.75333","10.6716","10.43182","23.90546","18.46517","15.90627","13.64097","12.35006","11.86226","12.36548","12.45913","12.99919","16.42415","16.1883","","17.80299","","","15.99537","14.3242","13.35628","13.33881","12.70871","13.09357","","9.1694","8.53023","8.6056","8.58612","5.75433","5.18974","6.39357","5.37465","5.74328","5.42205","","2.99939","2.84733","2.62383","3.42167","3.71149","5.29569","5.19485","","","","","",
"Guinea-Bissau","GNB","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","29.77044","31.84502","28.88287","28.89456","31.15023","30.03508","","","40.94592","41.94381","","","","","","","","","","","","23.95479","21.20008","","","","14.19988","18.70012","","","","14.06791","","","","","","","","","","","",
"Guinea Ecuatorial","GNQ","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.74819","","","","","","12.05964","","","","","25.56425","","","22.52802","22.1447","20.18904","19.26032","18.09104","","","18.52328","","","","","","",
"Grecia","GRC","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","5.21475","5.20307","4.56643","3.98125","3.45337","2.87049","2.32208","1.85792","1.44666","1.3091","1.07535","0.13629","0.19794","0.19911","0.16737","0.16356","0.14833","0.0456","0.01605","","","0.10577","","","","","","0","0","0","0","0","0","0","0.58501","0.60667","0.67002","","","0.70491","0.78757","0.75277","0.75122","0.71229","0.71005","0.57518","0.71329","","","","",
"Granada","GRD","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","6.0769","7.03885","11.34163","10.81406","","","","5.52982","6.67825","8.42118","","","","","","","","","","","","","","2.65774","","","3.28576","2.68105","3.36304","3.72837","","2.38113","2.87609","2.90427","3.45433","","","0.61786","","","","2.98574","2.40243","","","",
"Groenlandia","GRL","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","15.80194","16.22923","15.65052","","","14.83306","14.12338","15.21666","15.15025","14.66662","14.97105","15.84206","18.33582","15.4315","15.30869","13.0931","4.32656","","","","","","","16.20895","","","15.28914","","","14.85946","14.4805","14.19749","14.11133","","13.28593","12.50522","12.09177","12.2209","12.4497","10.80035","11.93288","10.95681","12.23989","10.51741","9.30861","9.75609","6.19414","9.48099","9.01374","","","",
"Guam","GUM","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","9.22718","10.72388","9.77884","10.12627","","8.35381","7.28307","7.76291","6.49907","8.0583","3.38144","3.62376","3.2887","3.50951","","","6.08628","","","","","5.92613","4.56824","","4.08974","4.10366","4.0598","","3.07443","2.33406","1.61951","","1.4509","","0.92244","1.24702","1.43625","0.73332","0.86442","0.5401","","","","","","","","","","","",
"Ingreso alto","HIC","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","3.65907","3.59055","3.47444","3.39834","3.25384","3.07008","2.8715","2.91632","2.87932","2.81003","2.75335","2.67653","2.67961","2.6482","2.55845","2.52964","2.48213","2.49643","2.33777","2.26588","2.18739","2.15147","2.06666","2.03092","1.99311","1.97334","1.95639","1.92163","1.90297","1.88282","1.85056","1.81034","1.77661","1.73504","1.71325","1.72052","1.66769","1.62454","1.67041","1.61104","1.58293","1.56616","1.51793","1.52375","1.48877","1.47665","1.49347","1.46568","1.42089","","","",
"Hong Kong, Región Administrativa Especial","HKG","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","4.15174","3.55236","3.6217","3.00599","2.35859","2.04916","1.64179","","","1.49915","1.37562","1.31601","1.3269","1.0769","1.21428","1.04038","1.08634","","","0.95049","0.95169","0.9585","0.90153","0.85216","0.84824","0.88082","0.88394","0.89964","0.9181","0.85138","0.80505","0.7386","0.71948","0.59971","0.53213","0.5004","0.47223","0.42727","0.40221","","","",
"Honduras","HND","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","16.1713","","16.02728","","15.46094","","","","","","","12.08052","11.37278","11.72906","12.01877","10.95495","10.2837","9.74754","8.99434","","","","","8.52683","8.48207","9.07381","7.38031","7.06588","5.29591","3.23888","0.78257","4.60559","4.75394","4.15194","1.63751","","1.19744","2.07088","","","","",
"Países pobres muy endeudados (PPME)","HPC","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","16.23277","16.20448","16.2337","16.14713","16.07936","15.31984","15.10432","15.09075","14.36181","14.44786","14.44209","14.16767","14.67201","14.65071","14.5352","14.83427","15.08402","15.41949","15.66895","15.56162","15.30229","15.07283","14.35245","14.21885","15.46867","15.33472","14.76943","14.41817","14.53188","14.34586","14.43567","14.58774","14.48804","14.17673","13.83209","12.19926","11.76371","11.44489","10.82561","10.8826","10.45676","10.27435","10.39935","10.18802","9.52153","9.19209","9.11111","9.05354","8.95124","","","",
"Croacia","HRV","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.58642","0.59131","0.59166","0.47712","0.50601","0.44532","0.45458","0.4769","0.40791","0.37187","","0.25885","0.30244","0.2879","0.28909","0.19634","0.28904","0.27191","0.26197","0.19404","0.18965","0.16753","0.16367","0.1123","","","","",
"Haití","HTI","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","23.69228","20.91697","","15.50307","13.15679","","12.73822","9.45593","","","","","","","","","","","16.90516","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungría","HUN","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","4.55428","5.50673","4.54767","3.42414","3.27549","3.12869","2.61539","2.4416","2.35333","2.62133","2.48722","2.65168","2.78166","2.9483","3.2049","3.39776","3.45649","3.56319","3.33478","3.22961","3.24309","2.97647","2.70792","","","","2.17807","2.23849","2.15994","2.10562","2.53692","2.52205","2.44713","2.18132","2.12026","1.88935","1.92636","1.72583","1.98968","1.81561","1.782","1.88341","1.81889","1.73085","1.68157","1.69151","1.29057","","","","",
"Sólo BIRF","IBD","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","11.36515","11.1917","11.04924","10.72262","10.34751","10.0529","9.85039","9.80627","9.7936","9.42416","9.36483","9.06709","8.89763","8.69953","8.43622","8.04498","7.96075","7.53425","7.44385","7.34316","7.05933","6.83569","6.43549","6.08348","5.74224","5.49539","5.18916","4.82718","4.82944","4.74595","4.69643","4.30487","4.22418","4.00637","3.8266","3.86868","3.75542","3.62633","3.45953","3.61347","3.65246","3.70986","2.85459","2.55878","2.2233","1.91425","1.81877","1.8642","1.86087","","","",
"BIRF y la AIF","IBT","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","11.53184","11.36231","11.23236","10.9511","10.62236","10.34348","10.18162","10.0808","10.01627","9.70219","9.67854","9.39734","9.23564","9.0386","8.77316","8.43281","8.37034","8.01887","7.94489","7.83292","7.57359","7.40166","7.00282","6.69367","6.51925","6.35313","6.07569","5.79967","5.80907","5.71308","5.71696","5.4911","5.50152","5.37253","5.26794","5.21136","5.10811","5.12831","4.97214","5.11176","5.0709","4.9914","4.40418","4.13034","3.79391","3.47747","3.37866","3.38744","3.3456","","","",
"total de la AIF","IDA","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","12.65194","12.51331","12.42566","12.43033","12.37967","12.18452","12.23755","11.72154","11.27477","11.19031","11.3049","11.03473","10.85061","10.60854","10.31477","10.20909","10.27703","10.21148","10.14632","9.9677","9.78235","9.73723","9.28482","9.09242","9.52497","9.63992","9.4679","9.32165","9.26821","9.03583","9.0425","9.15781","9.1416","9.07535","9.1187","8.62788","8.42169","8.72722","8.49441","8.47484","8.15557","7.67855","7.58106","7.31868","6.85564","6.51467","6.41018","6.29724","6.14438","","","",
"mezcla de la AIF","IDB","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.71785","","","3.29253","3.24739","3.42389","3.32515","3.38118","3.35018","3.37311","3.02542","3.87403","3.57736","3.43882","3.35725","3.21091","3.01387","2.77839","2.74886","2.35433","2.46818","2.4206","2.25266","","","",
"Indonesia","IDN","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","11.99455","11.27244","10.713","10.72251","10.23375","10.98302","12.01716","","","8.30135","8.79037","9.58984","9.18013","9.30791","10.88517","10.06127","9.69671","9.62066","9.82815","9.67133","9.24859","8.98517","8.42126","7.6158","6.93209","5.84784","","6.21029","6.21033","6.16648","5.31431","3.7719","2.88813","4.08342","3.68863","3.32644","2.91008","3.55151","3.30779","2.86465","2.90329","2.00268","2.21344","1.64323","1.73236","1.40763","1.33223","","","",
"Sólo AIF","IDX","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","16.35892","16.31612","16.21618","16.16581","16.2416","15.83624","15.7582","15.27941","15.02921","14.86035","14.81129","14.62017","14.66376","14.35048","13.93859","13.78094","13.62118","13.47959","13.21583","12.92486","12.7654","12.67394","12.16074","12.01285","12.70906","12.78918","12.42127","12.2133","12.24706","12.07088","12.11582","12.11298","11.96532","11.83379","11.89953","11.13688","10.89052","10.88796","10.54377","10.58805","10.17165","9.556","9.51288","9.26382","8.60573","8.27268","8.11773","7.97163","7.84643","","","",
"Isla de Man","IMN","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","20.83243","","","17.44361","","","","","","","","","","","","","3.92411","4.07141","","","","","","","3.68554","","","","4.01216","4.16932","3.68596","3.64931","3.59245","","","","3.51362","3.53781","","","5.01757","2.63481","2.14085","1.30725","0.75315","0.52569","0.56638","0.59637","","","",
"No clasificado","INX","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Irlanda","IRL","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.96687","1.9044","1.87501","1.74417","","","1.96739","1.84377","1.66957","1.57027","1.2284","1.0748","0.97177","0.81311","0.74677","0.69961","0.69395","0.6437","0.65778","0.62507","","0.50982","0.41018","0.42463","0.32997","0.44411","","","","",
"Irán, República Islámica del","IRN","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","9.09596","","","","","","","","","","","","","11.82677","10.79358","10.18505","11.62844","10.46359","10.56494","10.09674","9.36023","9.59347","7.21229","7.18359","7.20811","","5.85539","","","5.39249","4.82691","4.30236","3.33099","2.49504","2.41337","2.4735","2.5398","2.21485","1.70399","1.64875","1.54268","1.477","1.09285","1.2513","1.34995","1.35527","1.38819","","","","",
"Iraq","IRQ","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","20.61709","20.97246","19.51022","19.14412","17.21265","15.69133","14.21021","11.33549","","10.1909","","","23.23805","","22.46713","20.75576","21.21286","20.30799","19.35645","","","","16.47218","","","","","","10.03931","12.30639","","","","7.97267","","","16.83121","","","","","","","","","","","","","","",
"Islandia","ISL","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",
"Israel","ISR","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.31811","1.42139","1.2833","1.35443","1.11755","1.1334","1.23042","1.16284","1.25622","1.27027","1.36009","1.54397","1.37577","1.0155","1.00778","0.77395","","","","",
